ID,Start,Completion,Email,Name,First Name,Last Name,RPE,Duration,Sleep,Fatigue,Stress,Soreness,Mood,Diet,Injuries,Full Name,Sport,Year,,,
,,04/12/22,,,g,13,19,45,4,1,0,5,1,3,,g 13,Baseball,Junior,,,
,,04/12/22,,,gg,14,8,135,3,4,4,2,4,4,,gg 14,Tennis,Junior,,,
,,04/12/22,,,h,15,17,60,6,4,5,3,1,3,,h 15,Basketball,Sophmore,,,
,,04/12/22,,,hh,16,16,120,6,2,4,2,1,4,,hh 16,Badminton,Freshman,,,
,,04/12/22,,,i,17,13,150,10,4,0,4,5,4,,i 17,Baseball,Sophmore,,,
,,04/12/22,,,ii,18,8,150,9,2,3,3,3,5,,ii 18,Rugby,Junior,,,
,,04/12/22,,,j,19,17,30,5,2,0,1,4,1,,j 19,Baseball,Freshman,,,
,,04/12/22,,,jj,20,18,180,7,0,3,1,5,1,,jj 20,Cross Country,Freshman,,,
,,04/12/22,,,k,21,18,45,7,0,3,5,2,2,,k 21,Baseball,Junior,,,
,,04/12/22,,,kk,22,16,30,6,5,0,4,4,5,,kk 22,Volleyball,Freshman,,,
,,04/12/22,,,l,23,18,120,5,1,0,5,1,3,,l 23,Tennis,Junior,,,
,,04/12/22,,,ll,24,13,45,6,1,2,1,3,4,,ll 24,Volleyball,Junior,,,
,,04/12/22,,,m,25,20,60,10,1,0,1,4,4,,m 25,Soccer,Freshman,,,
,,04/12/22,,,mm,26,13,30,6,0,1,5,2,4,,mm 26,Table Tennis,Freshman,,,
,,04/12/22,,,n,27,10,60,4,4,3,4,3,4,,n 27,Swimming,Junior,,,
,,04/12/22,,,nn,28,9,90,9,5,2,3,1,5,,nn 28,Cross Country,Sophmore,,,
,,04/12/22,,,o,29,18,105,10,5,0,1,2,4,,o 29,Volleyball,Freshman,,,
,,04/12/22,,,oo,30,12,150,5,1,1,2,2,1,,oo 30,Track & Field,Sophmore,,,
,,04/12/22,,,p,31,7,180,7,5,3,5,5,3,,p 31,Volleyball,Senior,,,
,,04/12/22,,,pp,32,7,165,8,0,5,4,4,5,,pp 32,Table Tennis,Freshman,,,
,,04/12/22,,,q,33,19,135,5,2,2,4,5,4,,q 33,Rugby,Junior,,,
,,04/12/22,,,qq,34,6,150,9,3,4,1,4,4,,qq 34,Baseball,Sophmore,,,
,,04/12/22,,,r,35,19,120,7,0,1,2,1,5,,r 35,Badminton,Junior,,,
,,04/12/22,,,rr,36,13,105,7,2,5,2,1,4,,rr 36,Cross Country,Freshman,,,
,,04/12/22,,,s,37,15,135,5,5,3,2,3,5,,s 37,Table Tennis,Junior,,,
,,04/12/22,,,ss,38,10,150,4,3,3,1,3,4,,ss 38,Cross Country,Junior,,,
,,04/12/22,,,t,39,14,75,5,5,4,5,5,1,,t 39,Swimming,Senior,,,
,,04/12/22,,,tt,40,17,150,10,4,5,5,4,3,,tt 40,Volleyball,Sophmore,,,
,,04/12/22,,,u,41,17,45,5,3,1,2,2,1,,u 41,Track & Field,Sophmore,,,
,,04/12/22,,,uu,42,19,105,9,0,0,5,4,4,,uu 42,Tennis,Senior,,,
,,04/12/22,,,v,43,9,165,10,1,0,0,5,3,,v 43,Basketball,Junior,,,
,,04/12/22,,,vv,44,10,45,9,5,5,0,5,1,,vv 44,Table Tennis,Senior,,,
,,04/12/22,,,w,45,8,105,3,1,2,4,4,1,,w 45,Softball,Senior,,,
,,04/12/22,,,ww,46,19,90,5,1,4,1,3,2,,ww 46,Softball,Sophmore,,,
,,04/12/22,,,x,47,17,165,10,4,0,1,4,4,,x 47,Tennis,Senior,,,
,,04/12/22,,,xx,48,10,135,6,3,5,4,5,3,,xx 48,Rugby,Sophmore,,,
,,04/12/22,,,y,49,6,165,4,0,3,3,5,2,,y 49,Rugby,Junior,,,
,,04/12/22,,,yy,50,20,45,8,0,3,1,1,2,,yy 50,Rugby,Sophmore,,,
,,04/13/22,,,a,1,12,60,6,5,5,2,3,2,,a 1,Baseball,Freshman,,,
,,04/13/22,,,aa,2,15,75,4,2,1,2,2,4,,aa 2,Table Tennis,Freshman,,,
,,04/13/22,,,b,3,13,135,9,1,4,0,2,4,,b 3,Basketball,Junior,,,
,,04/13/22,,,bb,4,9,120,10,3,0,2,3,1,,bb 4,Basketball,Freshman,,,
,,04/13/22,,,c,5,6,135,6,5,4,4,5,4,,c 5,Table Tennis,Junior,,,
,,04/13/22,,,cc,6,20,90,5,3,4,4,1,1,,cc 6,Volleyball,Senior,,,
,,04/13/22,,,d,7,15,165,5,3,3,0,3,3,,d 7,Softball,Sophmore,,,
,,04/13/22,,,dd,8,20,135,10,5,4,1,2,1,,dd 8,Badminton,Senior,,,
,,04/13/22,,,e,9,7.5,90,3,1,0,1,3,4,,e 9,Softball,Freshman,,,
,,04/13/22,,,ee,10,19,30,5,4,0,1,1,1,,ee 10,Softball,Freshman,,,
,,04/13/22,,,f,11,13,90,8,3,5,1,2,3,,f 11,Baseball,Sophmore,,,
,,04/13/22,,,ff,12,15,105,5,5,0,5,1,5,,ff 12,Track & Field,Senior,,,
,,04/13/22,,,g,13,12,30,7,2,0,0,4,5,,g 13,Baseball,Junior,,,
,,04/13/22,,,gg,14,9,165,4,3,1,2,3,2,,gg 14,Tennis,Junior,,,
,,04/13/22,,,h,15,8,135,6,0,4,3,2,3,,h 15,Basketball,Sophmore,,,
,,04/13/22,,,hh,16,15,165,7,0,0,5,5,4,,hh 16,Badminton,Freshman,,,
,,04/13/22,,,i,17,8,60,10,2,5,3,4,5,,i 17,Baseball,Sophmore,,,
,,04/13/22,,,ii,18,15,105,7,5,3,5,4,2,,ii 18,Rugby,Junior,,,
,,04/13/22,,,j,19,7.5,75,7,2,4,5,5,5,,j 19,Baseball,Freshman,,,
,,04/13/22,,,jj,20,17,90,7,2,3,1,4,3,,jj 20,Cross Country,Freshman,,,
,,04/13/22,,,k,21,10,150,8,4,2,3,5,2,,k 21,Baseball,Junior,,,
,,04/13/22,,,kk,22,17,45,6,4,5,5,3,4,,kk 22,Volleyball,Freshman,,,
,,04/13/22,,,l,23,14,120,10,2,5,2,2,4,,l 23,Tennis,Junior,,,
,,04/13/22,,,ll,24,18,90,5,4,0,0,4,3,,ll 24,Volleyball,Junior,,,
,,04/13/22,,,m,25,14,75,5,3,5,3,1,1,,m 25,Soccer,Freshman,,,
,,04/13/22,,,mm,26,10,120,3,0,3,2,3,3,,mm 26,Table Tennis,Freshman,,,
,,04/13/22,,,n,27,12,45,6,2,5,3,4,3,,n 27,Swimming,Junior,,,
,,04/13/22,,,nn,28,16,120,8,0,5,2,5,4,,nn 28,Cross Country,Sophmore,,,
,,04/13/22,,,o,29,8,105,4,3,0,3,1,5,,o 29,Volleyball,Freshman,,,
,,04/13/22,,,oo,30,6,45,9,3,0,3,1,3,,oo 30,Track & Field,Sophmore,,,
,,04/13/22,,,p,31,11,135,6,5,5,1,2,2,,p 31,Volleyball,Senior,,,
,,04/13/22,,,pp,32,19,75,9,4,1,5,2,1,,pp 32,Table Tennis,Freshman,,,
,,04/13/22,,,q,33,16,30,7,2,2,1,1,5,,q 33,Rugby,Junior,,,
,,04/13/22,,,qq,34,14,180,6,1,5,0,1,4,,qq 34,Baseball,Sophmore,,,
,,04/13/22,,,r,35,16,105,3,4,3,5,4,2,,r 35,Badminton,Junior,,,
,,04/13/22,,,rr,36,11,90,3,0,1,1,3,2,,rr 36,Cross Country,Freshman,,,
,,04/13/22,,,s,37,12,105,7,2,2,4,2,5,,s 37,Table Tennis,Junior,,,
,,04/13/22,,,ss,38,19,165,3,4,5,2,4,5,,ss 38,Cross Country,Junior,,,
,,04/13/22,,,t,39,7,75,8,5,4,1,3,4,,t 39,Swimming,Senior,,,
,,04/13/22,,,tt,40,17,75,7,5,3,5,2,5,,tt 40,Volleyball,Sophmore,,,
,,04/13/22,,,u,41,18,120,6,5,0,0,2,3,,u 41,Track & Field,Sophmore,,,
,,04/13/22,,,uu,42,20,60,5,1,2,2,3,4,,uu 42,Tennis,Senior,,,
,,04/13/22,,,v,43,9,90,5,1,0,2,3,1,,v 43,Basketball,Junior,,,
,,04/13/22,,,vv,44,20,105,8,0,0,1,5,1,,vv 44,Table Tennis,Senior,,,
,,04/13/22,,,w,45,12,75,5,2,0,3,3,5,,w 45,Softball,Senior,,,
,,04/13/22,,,ww,46,17,45,6,5,3,2,5,4,,ww 46,Softball,Sophmore,,,
,,04/13/22,,,x,47,7,150,7,1,5,0,3,2,,x 47,Tennis,Senior,,,
,,04/13/22,,,xx,48,7.5,165,6,0,0,4,4,2,,xx 48,Rugby,Sophmore,,,
,,04/13/22,,,y,49,17,30,6,3,3,3,5,4,,y 49,Rugby,Junior,,,
,,04/13/22,,,yy,50,11,75,9,2,1,3,5,5,,yy 50,Rugby,Sophmore,,,
,,04/14/22,,,a,1,7,105,10,4,1,1,2,5,,a 1,Baseball,Freshman,,,
,,04/14/22,,,aa,2,17,180,7,1,5,0,4,3,,aa 2,Table Tennis,Freshman,,,
,,04/14/22,,,b,3,15,105,9,5,5,0,3,1,,b 3,Basketball,Junior,,,
,,04/14/22,,,bb,4,15,45,5,1,3,2,1,2,,bb 4,Basketball,Freshman,,,
,,04/14/22,,,c,5,10,30,4,5,4,5,5,5,,c 5,Table Tennis,Junior,,,
,,04/14/22,,,cc,6,20,60,5,5,1,0,5,5,,cc 6,Volleyball,Senior,,,
,,04/14/22,,,d,7,17,45,6,1,1,2,3,1,,d 7,Softball,Sophmore,,,
,,04/14/22,,,dd,8,8,150,7,0,0,4,5,1,,dd 8,Badminton,Senior,,,
,,04/14/22,,,e,9,19,30,10,0,3,1,3,2,,e 9,Softball,Freshman,,,
,,04/14/22,,,ee,10,18,60,4,2,0,5,1,3,,ee 10,Softball,Freshman,,,
,,04/14/22,,,f,11,6,135,4,0,0,2,3,3,,f 11,Baseball,Sophmore,,,
,,04/14/22,,,ff,12,20,90,9,3,3,2,1,4,,ff 12,Track & Field,Senior,,,
,,04/14/22,,,g,13,7,180,7,5,0,3,3,4,,g 13,Baseball,Junior,,,
,,04/14/22,,,gg,14,19,120,5,5,5,4,2,4,,gg 14,Tennis,Junior,,,
,,04/14/22,,,h,15,7.5,45,9,3,5,0,2,4,,h 15,Basketball,Sophmore,,,
,,04/14/22,,,hh,16,7.5,180,8,2,3,0,5,4,,hh 16,Badminton,Freshman,,,
,,04/14/22,,,i,17,7,105,7,1,0,3,3,1,,i 17,Baseball,Sophmore,,,
,,04/14/22,,,ii,18,16,135,4,2,0,4,2,4,,ii 18,Rugby,Junior,,,
,,04/14/22,,,j,19,16,165,10,5,3,1,4,3,,j 19,Baseball,Freshman,,,
,,04/14/22,,,jj,20,16,150,4,2,4,5,4,2,,jj 20,Cross Country,Freshman,,,
,,04/14/22,,,k,21,7.5,90,10,5,5,1,5,1,,k 21,Baseball,Junior,,,
,,04/14/22,,,kk,22,11,90,6,2,0,4,5,5,,kk 22,Volleyball,Freshman,,,
,,04/14/22,,,l,23,19,75,7,5,4,4,1,4,,l 23,Tennis,Junior,,,
,,04/14/22,,,ll,24,18,180,3,3,0,3,5,3,,ll 24,Volleyball,Junior,,,
,,04/14/22,,,m,25,20,60,9,0,4,0,5,5,,m 25,Soccer,Freshman,,,
,,04/14/22,,,mm,26,14,60,9,3,4,2,4,5,,mm 26,Table Tennis,Freshman,,,
,,04/14/22,,,n,27,14,75,8,1,4,2,1,5,,n 27,Swimming,Junior,,,
,,04/14/22,,,nn,28,15,105,4,1,1,5,5,5,,nn 28,Cross Country,Sophmore,,,
,,04/14/22,,,o,29,7,105,10,2,0,0,2,4,,o 29,Volleyball,Freshman,,,
,,04/14/22,,,oo,30,8,165,10,2,1,1,1,1,,oo 30,Track & Field,Sophmore,,,
,,04/14/22,,,p,31,17,120,7,3,5,0,2,1,,p 31,Volleyball,Senior,,,
,,04/14/22,,,pp,32,9,90,5,3,5,0,2,2,,pp 32,Table Tennis,Freshman,,,
,,04/14/22,,,q,33,16,135,8,1,3,5,2,2,,q 33,Rugby,Junior,,,
,,04/14/22,,,qq,34,15,60,8,5,2,2,5,1,,qq 34,Baseball,Sophmore,,,
,,04/14/22,,,r,35,10,150,3,5,3,4,1,2,,r 35,Badminton,Junior,,,
,,04/14/22,,,rr,36,17,75,7,2,1,1,1,3,,rr 36,Cross Country,Freshman,,,
,,04/14/22,,,s,37,14,105,4,4,4,0,4,5,,s 37,Table Tennis,Junior,,,
,,04/14/22,,,ss,38,13,180,4,0,0,4,5,2,,ss 38,Cross Country,Junior,,,
,,04/14/22,,,t,39,12,105,9,1,3,5,1,3,,t 39,Swimming,Senior,,,
,,04/14/22,,,tt,40,9,165,4,0,1,3,5,2,,tt 40,Volleyball,Sophmore,,,
,,04/14/22,,,u,41,7,165,5,5,4,4,4,3,,u 41,Track & Field,Sophmore,,,
,,04/14/22,,,uu,42,16,105,8,3,3,4,3,5,,uu 42,Tennis,Senior,,,
,,04/14/22,,,v,43,10,60,6,0,1,1,2,4,,v 43,Basketball,Junior,,,
,,04/14/22,,,vv,44,16,165,6,5,3,1,2,4,,vv 44,Table Tennis,Senior,,,
,,04/14/22,,,w,45,20,135,9,1,0,4,4,2,,w 45,Softball,Senior,,,
,,04/14/22,,,ww,46,20,60,10,2,0,4,2,2,,ww 46,Softball,Sophmore,,,
,,04/14/22,,,x,47,17,105,3,5,5,1,3,5,,x 47,Tennis,Senior,,,
,,04/14/22,,,xx,48,18,150,7,3,1,4,3,4,,xx 48,Rugby,Sophmore,,,
,,04/14/22,,,y,49,7,75,3,0,4,2,1,1,,y 49,Rugby,Junior,,,
,,04/14/22,,,yy,50,13,135,6,2,1,2,4,1,,yy 50,Rugby,Sophmore,,,
,,04/15/22,,,a,1,9,75,4,1,2,5,4,3,,a 1,Baseball,Freshman,,,
,,04/15/22,,,aa,2,12,75,4,4,4,3,1,5,,aa 2,Table Tennis,Freshman,,,
,,04/15/22,,,b,3,7,120,7,1,3,1,3,5,,b 3,Basketball,Junior,,,
,,04/15/22,,,bb,4,10,135,4,3,1,0,1,1,,bb 4,Basketball,Freshman,,,
,,04/15/22,,,c,5,19,60,9,5,2,1,3,4,,c 5,Table Tennis,Junior,,,
,,04/15/22,,,cc,6,13,90,4,2,0,2,2,1,,cc 6,Volleyball,Senior,,,
,,04/15/22,,,d,7,11,45,3,4,1,5,2,4,,d 7,Softball,Sophmore,,,
,,04/15/22,,,dd,8,19,90,3,2,2,4,2,2,,dd 8,Badminton,Senior,,,
,,04/15/22,,,e,9,15,30,3,4,4,3,3,3,,e 9,Softball,Freshman,,,
,,04/15/22,,,ee,10,8,90,7,2,2,5,5,3,,ee 10,Softball,Freshman,,,
,,04/15/22,,,f,11,18,120,3,3,3,1,1,3,,f 11,Baseball,Sophmore,,,
,,04/15/22,,,ff,12,18,105,4,5,0,1,5,4,,ff 12,Track & Field,Senior,,,
,,04/15/22,,,g,13,16,90,7,5,3,0,1,4,,g 13,Baseball,Junior,,,
,,04/15/22,,,gg,14,15,45,7,5,2,0,1,4,,gg 14,Tennis,Junior,,,
,,04/15/22,,,h,15,8,75,6,0,4,4,1,3,,h 15,Basketball,Sophmore,,,
,,04/15/22,,,hh,16,6,45,6,0,4,0,5,1,,hh 16,Badminton,Freshman,,,
,,04/15/22,,,i,17,17,120,5,3,0,5,5,3,,i 17,Baseball,Sophmore,,,
,,04/15/22,,,ii,18,18,150,4,1,0,5,2,1,,ii 18,Rugby,Junior,,,
,,04/15/22,,,j,19,19,75,7,5,1,3,3,3,,j 19,Baseball,Freshman,,,
,,04/15/22,,,jj,20,11,180,9,1,1,2,5,1,,jj 20,Cross Country,Freshman,,,
,,04/15/22,,,k,21,16,90,8,4,3,4,3,2,,k 21,Baseball,Junior,,,
,,04/15/22,,,kk,22,11,165,10,3,5,4,1,5,,kk 22,Volleyball,Freshman,,,
,,04/15/22,,,l,23,7.5,105,9,3,0,3,1,1,,l 23,Tennis,Junior,,,
,,04/15/22,,,ll,24,12,150,7,3,5,2,4,2,,ll 24,Volleyball,Junior,,,
,,04/15/22,,,m,25,15,150,5,4,5,5,2,1,,m 25,Soccer,Freshman,,,
,,04/15/22,,,mm,26,6,120,3,5,4,1,5,2,,mm 26,Table Tennis,Freshman,,,
,,04/15/22,,,n,27,14,45,6,0,4,5,1,1,,n 27,Swimming,Junior,,,
,,04/15/22,,,nn,28,10,120,6,3,2,0,4,4,,nn 28,Cross Country,Sophmore,,,
,,04/15/22,,,o,29,8,60,9,1,0,4,3,4,,o 29,Volleyball,Freshman,,,
,,04/15/22,,,oo,30,9,45,10,5,2,1,1,1,,oo 30,Track & Field,Sophmore,,,
,,04/15/22,,,p,31,11,75,4,5,3,3,4,4,,p 31,Volleyball,Senior,,,
,,04/15/22,,,pp,32,14,150,5,4,3,0,1,3,,pp 32,Table Tennis,Freshman,,,
,,04/15/22,,,q,33,10,120,6,0,1,0,4,2,,q 33,Rugby,Junior,,,
,,04/15/22,,,qq,34,20,120,8,5,5,2,5,2,,qq 34,Baseball,Sophmore,,,
,,04/15/22,,,r,35,15,180,9,1,3,5,5,3,,r 35,Badminton,Junior,,,
,,04/15/22,,,rr,36,11,75,7,0,5,0,1,3,,rr 36,Cross Country,Freshman,,,
,,04/15/22,,,s,37,10,120,3,1,5,2,2,5,,s 37,Table Tennis,Junior,,,
,,04/15/22,,,ss,38,7.5,30,4,4,1,3,4,5,,ss 38,Cross Country,Junior,,,
,,04/15/22,,,t,39,20,45,3,0,2,2,4,4,,t 39,Swimming,Senior,,,
,,04/15/22,,,tt,40,9,165,10,3,4,5,1,2,,tt 40,Volleyball,Sophmore,,,
,,04/15/22,,,u,41,16,180,9,0,1,5,3,3,,u 41,Track & Field,Sophmore,,,
,,04/15/22,,,uu,42,14,120,8,3,3,5,5,5,,uu 42,Tennis,Senior,,,
,,04/15/22,,,v,43,11,165,7,0,3,2,2,4,,v 43,Basketball,Junior,,,
,,04/15/22,,,vv,44,17,165,4,5,4,1,4,1,,vv 44,Table Tennis,Senior,,,
,,04/15/22,,,w,45,13,75,6,4,5,5,4,5,,w 45,Softball,Senior,,,
,,04/15/22,,,ww,46,19,105,8,4,0,4,5,1,,ww 46,Softball,Sophmore,,,
,,04/15/22,,,x,47,8,165,3,5,4,5,1,4,,x 47,Tennis,Senior,,,
,,04/15/22,,,xx,48,8,105,3,2,5,5,2,2,,xx 48,Rugby,Sophmore,,,
,,04/15/22,,,y,49,20,105,6,4,5,0,3,3,,y 49,Rugby,Junior,,,
,,04/15/22,,,yy,50,13,90,7,4,0,5,4,3,,yy 50,Rugby,Sophmore,,,
,,04/16/22,,,a,1,14,105,5,4,3,2,1,3,,a 1,Baseball,Freshman,,,
,,04/16/22,,,aa,2,6,90,9,5,4,1,1,3,,aa 2,Table Tennis,Freshman,,,
,,04/16/22,,,b,3,7.5,105,7,0,5,4,5,5,,b 3,Basketball,Junior,,,
,,04/16/22,,,bb,4,9,135,4,5,2,4,5,3,,bb 4,Basketball,Freshman,,,
,,04/16/22,,,c,5,20,180,5,4,3,0,2,2,,c 5,Table Tennis,Junior,,,
,,04/16/22,,,cc,6,18,165,9,2,2,1,4,3,,cc 6,Volleyball,Senior,,,
,,04/16/22,,,d,7,19,75,9,3,4,5,3,2,,d 7,Softball,Sophmore,,,
,,04/16/22,,,dd,8,18,105,6,5,4,3,1,3,,dd 8,Badminton,Senior,,,
,,04/16/22,,,e,9,12,135,5,0,2,0,5,5,,e 9,Softball,Freshman,,,
,,04/16/22,,,ee,10,10,165,3,1,5,0,5,2,,ee 10,Softball,Freshman,,,
,,04/16/22,,,f,11,19,60,3,4,1,2,4,3,,f 11,Baseball,Sophmore,,,
,,04/16/22,,,ff,12,9,30,9,1,1,5,4,2,,ff 12,Track & Field,Senior,,,
,,04/16/22,,,g,13,15,30,3,5,0,0,4,2,,g 13,Baseball,Junior,,,
,,04/16/22,,,gg,14,16,120,3,1,3,4,3,4,,gg 14,Tennis,Junior,,,
,,04/16/22,,,h,15,7.5,180,4,3,3,4,2,1,,h 15,Basketball,Sophmore,,,
,,04/16/22,,,hh,16,7,135,6,3,2,3,3,4,,hh 16,Badminton,Freshman,,,
,,04/16/22,,,i,17,7.5,105,6,2,0,1,5,1,,i 17,Baseball,Sophmore,,,
,,04/16/22,,,ii,18,20,105,6,1,4,5,5,3,,ii 18,Rugby,Junior,,,
,,04/16/22,,,j,19,20,90,3,4,1,4,3,1,,j 19,Baseball,Freshman,,,
,,04/16/22,,,jj,20,14,165,9,3,5,3,5,1,,jj 20,Cross Country,Freshman,,,
,,04/16/22,,,k,21,9,120,6,5,5,3,1,5,,k 21,Baseball,Junior,,,
,,04/16/22,,,kk,22,12,120,6,3,5,2,3,1,,kk 22,Volleyball,Freshman,,,
,,04/16/22,,,l,23,8,135,4,5,2,2,5,3,,l 23,Tennis,Junior,,,
,,04/16/22,,,ll,24,9,45,4,1,5,5,3,5,,ll 24,Volleyball,Junior,,,
,,04/16/22,,,m,25,9,180,8,2,0,3,2,5,,m 25,Soccer,Freshman,,,
,,04/16/22,,,mm,26,14,75,7,4,3,4,2,4,,mm 26,Table Tennis,Freshman,,,
,,04/16/22,,,n,27,18,75,7,5,2,3,1,5,,n 27,Swimming,Junior,,,
,,04/16/22,,,nn,28,7.5,60,6,4,3,4,4,3,,nn 28,Cross Country,Sophmore,,,
,,04/16/22,,,o,29,9,120,4,1,1,2,1,4,,o 29,Volleyball,Freshman,,,
,,04/16/22,,,oo,30,17,60,7,5,3,3,5,5,,oo 30,Track & Field,Sophmore,,,
,,04/16/22,,,p,31,15,120,10,4,5,1,4,1,,p 31,Volleyball,Senior,,,
,,04/16/22,,,pp,32,16,120,9,4,5,2,2,1,,pp 32,Table Tennis,Freshman,,,
,,04/16/22,,,q,33,12,30,10,5,5,3,2,1,,q 33,Rugby,Junior,,,
,,04/16/22,,,qq,34,18,180,3,3,3,3,4,5,,qq 34,Baseball,Sophmore,,,
,,04/16/22,,,r,35,12,60,10,1,5,0,2,5,,r 35,Badminton,Junior,,,
,,04/16/22,,,rr,36,7.5,150,7,3,4,3,5,4,,rr 36,Cross Country,Freshman,,,
,,04/16/22,,,s,37,12,135,10,3,4,3,4,2,,s 37,Table Tennis,Junior,,,
,,04/16/22,,,ss,38,9,45,3,2,2,3,3,3,,ss 38,Cross Country,Junior,,,
,,04/16/22,,,t,39,11,60,4,3,3,1,2,3,,t 39,Swimming,Senior,,,
,,04/16/22,,,tt,40,12,135,4,2,5,0,3,5,,tt 40,Volleyball,Sophmore,,,
,,04/16/22,,,u,41,12,60,4,2,3,1,2,3,,u 41,Track & Field,Sophmore,,,
,,04/16/22,,,uu,42,18,75,10,1,3,2,3,5,,uu 42,Tennis,Senior,,,
,,04/16/22,,,v,43,7,135,5,3,0,0,3,1,,v 43,Basketball,Junior,,,
,,04/16/22,,,vv,44,8,75,9,5,5,3,5,2,,vv 44,Table Tennis,Senior,,,
,,04/16/22,,,w,45,12,30,7,1,2,1,1,2,,w 45,Softball,Senior,,,
,,04/16/22,,,ww,46,11,180,3,4,3,0,2,3,,ww 46,Softball,Sophmore,,,
,,04/16/22,,,x,47,15,105,5,0,0,0,3,4,,x 47,Tennis,Senior,,,
,,04/16/22,,,xx,48,8,30,6,4,3,1,4,5,,xx 48,Rugby,Sophmore,,,
,,04/16/22,,,y,49,19,45,5,0,2,5,5,5,,y 49,Rugby,Junior,,,
,,04/16/22,,,yy,50,11,45,6,2,5,4,3,2,,yy 50,Rugby,Sophmore,,,
,,04/17/22,,,a,1,10,135,5,0,0,3,4,2,,a 1,Baseball,Freshman,,,
,,04/17/22,,,aa,2,20,120,3,4,5,4,3,3,,aa 2,Table Tennis,Freshman,,,
,,04/17/22,,,b,3,6,60,9,4,5,5,3,3,,b 3,Basketball,Junior,,,
,,04/17/22,,,bb,4,17,180,9,2,3,1,4,1,,bb 4,Basketball,Freshman,,,
,,04/17/22,,,c,5,9,165,4,0,5,1,2,3,,c 5,Table Tennis,Junior,,,
,,04/17/22,,,cc,6,16,135,8,4,4,4,2,2,,cc 6,Volleyball,Senior,,,
,,04/17/22,,,d,7,7,90,9,0,1,0,1,2,,d 7,Softball,Sophmore,,,
,,04/17/22,,,dd,8,20,180,8,3,3,0,3,5,,dd 8,Badminton,Senior,,,
,,04/17/22,,,e,9,6,60,5,5,1,0,4,1,,e 9,Softball,Freshman,,,
,,04/17/22,,,ee,10,17,105,7,0,3,1,3,3,,ee 10,Softball,Freshman,,,
,,04/17/22,,,f,11,13,30,8,2,5,5,3,3,,f 11,Baseball,Sophmore,,,
,,04/17/22,,,ff,12,6,135,5,3,4,3,3,4,,ff 12,Track & Field,Senior,,,
,,04/17/22,,,g,13,16,180,9,2,5,4,5,3,,g 13,Baseball,Junior,,,
,,04/17/22,,,gg,14,7,120,4,3,4,1,5,1,,gg 14,Tennis,Junior,,,
,,04/17/22,,,h,15,19,120,7,4,3,4,3,2,,h 15,Basketball,Sophmore,,,
,,04/17/22,,,hh,16,6,120,4,3,4,4,3,4,,hh 16,Badminton,Freshman,,,
,,04/17/22,,,i,17,7.5,105,5,0,5,4,3,4,,i 17,Baseball,Sophmore,,,
,,04/17/22,,,ii,18,16,45,4,0,1,5,5,1,,ii 18,Rugby,Junior,,,
,,04/17/22,,,j,19,6,105,4,1,3,5,2,5,,j 19,Baseball,Freshman,,,
,,04/17/22,,,jj,20,11,90,7,3,5,5,2,4,,jj 20,Cross Country,Freshman,,,
,,04/17/22,,,k,21,6,135,10,0,0,3,1,5,,k 21,Baseball,Junior,,,
,,04/17/22,,,kk,22,7,30,8,2,5,0,2,3,,kk 22,Volleyball,Freshman,,,
,,04/17/22,,,l,23,7,60,4,3,0,4,2,2,,l 23,Tennis,Junior,,,
,,04/17/22,,,ll,24,20,45,5,5,5,4,1,3,,ll 24,Volleyball,Junior,,,
,,04/17/22,,,m,25,18,180,8,0,5,2,5,1,,m 25,Soccer,Freshman,,,
,,04/17/22,,,mm,26,17,150,4,2,4,4,3,1,,mm 26,Table Tennis,Freshman,,,
,,04/17/22,,,n,27,6,45,5,4,5,3,1,1,,n 27,Swimming,Junior,,,
,,04/17/22,,,nn,28,15,30,7,0,4,5,3,2,,nn 28,Cross Country,Sophmore,,,
,,04/17/22,,,o,29,13,165,9,4,1,3,5,1,,o 29,Volleyball,Freshman,,,
,,04/17/22,,,oo,30,14,90,8,1,4,2,4,2,,oo 30,Track & Field,Sophmore,,,
,,04/17/22,,,p,31,7.5,30,10,5,2,4,4,2,,p 31,Volleyball,Senior,,,
,,04/17/22,,,pp,32,18,120,10,4,0,1,3,5,,pp 32,Table Tennis,Freshman,,,
,,04/17/22,,,q,33,18,45,3,5,0,4,5,2,,q 33,Rugby,Junior,,,
,,04/17/22,,,qq,34,15,90,9,3,3,5,4,5,,qq 34,Baseball,Sophmore,,,
,,04/17/22,,,r,35,7,105,7,4,5,4,3,2,,r 35,Badminton,Junior,,,
,,04/17/22,,,rr,36,8,120,9,3,5,4,2,2,,rr 36,Cross Country,Freshman,,,
,,04/17/22,,,s,37,7.5,120,7,2,3,4,2,5,,s 37,Table Tennis,Junior,,,
,,04/17/22,,,ss,38,12,60,3,0,3,2,3,3,,ss 38,Cross Country,Junior,,,
,,04/17/22,,,t,39,17,30,5,3,1,4,5,2,,t 39,Swimming,Senior,,,
,,04/17/22,,,tt,40,12,165,3,3,5,1,5,3,,tt 40,Volleyball,Sophmore,,,
,,04/17/22,,,u,41,18,120,8,2,3,2,1,5,,u 41,Track & Field,Sophmore,,,
,,04/17/22,,,uu,42,9,180,3,0,1,4,2,3,,uu 42,Tennis,Senior,,,
,,04/17/22,,,v,43,7,45,10,3,3,4,3,4,,v 43,Basketball,Junior,,,
,,04/17/22,,,vv,44,20,90,5,1,4,3,4,5,,vv 44,Table Tennis,Senior,,,
